Transaction ID,Customer ID,Order Timestamp,Channel,Revenue,Product
TXN100293,CUST2119,2026-06-03 16:58:00,Google Ads,45.85,Storage Basket
TXN100482,CUST4506,2026-06-26 19:52:00,Google Ads,25.35,Candle Set
TXN100019,CUST2643,2026-05-03 15:04:00,Organic,89.95,Table Lamp
TXN100380,CUST1195,2026-06-14 17:17:00,Organic,114.29,Throw Blanket
TXN100736,CUST3645,2026-07-26 21:51:00,Google Ads,15.34,Wall Mirror
TXN100499,CUST3309,2026-06-28 08:35:00,Google Ads,66.2,Area Rug
TXN100667,CUST4346,2026-07-18 10:55:00,Meta Ads,72.0,Candle Set
TXN100035,CUST1986,2026-05-04 09:05:00,Google Ads,,Area Rug
TXN100757,CUST3464,2026-07-29 14:01:00,Google Ads,47.87,Wall Art Print
TXN100096,CUST1181,2026-05-12 20:00:00,Google Ads,117.94,Wall Art Print
TXN100213,CUST2545,2026-05-26 21:59:00,Meta Ads,50.52,Storage Basket
TXN100112,CUST4293,2026-05-14 21:03:00,GOOGLE ADS,84.44,Wall Art Print
TXN100475,CUST2626,2026-06-25 22:11:00,Email,61.05,Accent Chair
TXN100016,CUST1700,2026-05-03 14:10:00,Meta Ads,92.85,Area Rug
TXN100550,CUST3760,2026-07-03 20:51:00,Organic,69.81,Wall Mirror
TXN100370,CUST3154,2026-06-13 07:24:00,Google Ads,62.51,Area Rug
TXN100172,CUST4887,2026-05-21 16:05:00,Organic,80.9,Table Lamp
TXN100666,CUST1926,2026-07-18 21:00:00,Google Ads,46.94,Ceramic Vase
TXN100024,CUST1566,2026-05-03 22:05:00,Email,48.43,Ceramic Vase
TXN100685,CUST1276,2026-07-20 07:16:00,Google Ads,66.03,Table Lamp
TXN100391,CUST3777,2026-06-17 21:02:00,Organic,87.36,Wall Mirror
TXN100748,CUST1897,2026-07-27 07:57:00,Google Ads,125.7,Accent Chair
TXN100168,CUST1050,2026-05-21 16:30:00,GOOGLE ADS,118.2,Area Rug
TXN100399,CUST1555,2026-06-17 09:28:00,Google Ads,57.85,Wall Mirror
TXN100314,CUST2621,2026-06-06 16:47:00,Meta Ads,153.1,Storage Basket
TXN100271,CUST2086,2026-06-01 08:08:00,Google Ads,114.04,Candle Set
TXN100585,CUST1800,2026-07-07 21:06:00,Meta Ads,54.68,Wall Mirror
TXN100691,CUST4467,2026-07-20 14:03:00,Meta Ads,156.25,Table Lamp
TXN100328,CUST2316,2026-06-08 22:32:00,Meta Ads,44.46,Wall Mirror
TXN100602,CUST3642,2026-07-09 19:48:00,Google Ads,40.4,Storage Basket
TXN100310,CUST3906,2026-06-05 20:18:00,Meta Ads,95.95,Throw Blanket
TXN100368,CUST2445,2026-06-13 14:36:00,Google Ads,70.95,Candle Set
TXN100650,CUST4254,2026-07-15 09:25:00,Google Ads,38.44,Wall Art Print
TXN100285,CUST4026,2026-06-03 18:51:00,Google Ads,5.71,Wall Mirror
TXN100338,CUST4242,2026-06-09 17:52:00,Google Ads,140.92,Wall Mirror
TXN100127,CUST2989,2026-05-16 07:24:00,Google Ads,75.8,Storage Basket
TXN100766,CUST2549,2026-07-29 16:46:00,Organic,122.26,Accent Chair
TXN100337,CUST3903,2026-06-09 09:19:00,Google Ads,86.22,Wall Art Print
TXN100238,CUST3809,2026-05-29 08:58:00,Meta Ads,69.88,Bookshelf
TXN100076,CUST1180,2026-05-09 07:21:00,Organic,90.87,Wall Mirror
TXN100505,CUST4650,2026-06-29 19:28:00,Google Ads,48.57,Candle Set
TXN100708,CUST4168,2026-07-23 16:20:00,Organic,6.58,Throw Blanket
TXN100536,CUST2311,2026-07-02 13:23:00,Meta Ads,98.07,Storage Basket
TXN100326,CUST3076,2026-06-08 19:29:00,Meta Ads,77.47,Bookshelf
TXN100465,CUST2110,2026-06-24 15:08:00,Organic,52.09,Throw Blanket
TXN100454,CUST2959,2026-06-23 19:20:00,Email,79.47,Wall Mirror
TXN100236,CUST2470,2026-05-29 16:44:00,Google Ads,173.05,Accent Chair
TXN100025,CUST1626,2026-05-03 12:50:00,Organic,62.6,Candle Set
TXN100587,CUST4531,2026-07-07 17:28:00,Google Ads,32.83,Storage Basket
TXN100388,CUST4733,2026-06-16 18:39:00,Meta Ads,106.98,Candle Set
TXN100343,CUST3210,2026-06-10 08:42:00,Meta Ads,23.78,Storage Basket
TXN100308,CUST1173,2026-06-05 20:01:00,Organic,128.23,Area Rug
TXN100288,CUST3459,2026-06-03 16:22:00,EMAIL,52.14,Throw Blanket
TXN100379,CUST1149,2026-06-14 13:18:00,Meta Ads,52.56,Storage Basket
TXN100489,CUST4852,2026-06-27 16:23:00,Meta Ads,40.16,Bookshelf
TXN100084,CUST4998,2026-05-10 12:56:00,Organic,101.82,Candle Set
TXN100411,CUST4730,2026-06-18 08:53:00,Meta Ads,14.8,Throw Blanket
TXN100152,CUST2903,2026-05-19 19:21:00,Google Ads,127.26,Ceramic Vase
TXN100336,CUST1579,2026-06-09 18:19:00,Meta Ads,48.79,Candle Set
TXN100706,CUST1489,2026-07-23 08:11:00,Meta Ads,65.42,Table Lamp
TXN100616,CUST1018,2026-07-11 13:13:00,Meta Ads,83.38,Accent Chair
TXN100452,CUST4174,2026-06-23 22:55:00,Google Ads,45.23,Ceramic Vase
TXN100628,CUST1574,2026-07-13 12:20:00,Meta Ads,114.16,Area Rug
TXN100032,CUST1626,2026-05-04 18:48:00,Meta Ads,82.19,Wall Mirror
TXN100486,CUST2236,2026-06-26 07:16:00,Email,88.58,Storage Basket
TXN100357,CUST2531,2026-06-12 14:24:00,Google Ads,96.79,Throw Blanket
TXN100365,CUST3551,2026-06-12 21:04:00,Meta Ads,29.18,Throw Blanket
TXN100478,CUST4642,2026-06-26 11:54:00,Meta Ads,162.72,Wall Art Print
TXN100218,CUST1411,2026-05-27 21:06:00,Google Ads,126.6,Wall Art Print
TXN100434,CUST3447,2026-06-21 22:18:00,Google Ads,130.82,Wall Art Print
TXN100534,CUST2471,2026-07-01 16:16:00,Meta Ads,58.84,Storage Basket
TXN100545,CUST4451,2026-07-03 14:04:00,Google Ads,97.14,Wall Mirror
TXN100746,CUST4200,2026-07-27 22:22:00,Meta Ads,79.7,Bookshelf
TXN100725,CUST1494,2026-07-25 18:49:00,Google Ads,77.17,Table Lamp
TXN100678,CUST3696,2026-07-19 16:13:00,Organic,50.93,Wall Art Print
TXN100192,CUST4335,2026-05-24 22:05:00,Meta Ads,60.47,Area Rug
TXN100102,CUST4697,2026-05-13 12:39:00,Meta Ads,170.38,Bookshelf
TXN100043,CUST4521,2026-05-05 17:04:00,Organic,63.64,Wall Art Print
TXN100538,CUST3266,2026-07-02 20:18:00,Google Ads,48.79,Wall Mirror
TXN100197,CUST4164,2026-05-24 19:55:00,Google Ads,77.57,Wall Art Print
TXN100442,CUST1561,2026-06-22 17:51:00,Google Ads,87.46,Area Rug
TXN100270,CUST4229,2026-06-01 14:37:00,Google Ads,109.18,Storage Basket
TXN100221,CUST3661,2026-05-27 09:54:00,Meta Ads,103.8,Storage Basket
TXN100539,CUST1942,2026-07-02 19:36:00,Google Ads,32.43,Table Lamp
TXN100459,CUST3827,2026-06-24 22:20:00,Meta Ads,48.54,Area Rug
TXN100120,CUST1330,2026-05-15 11:09:00,Organic,72.32,Table Lamp
TXN100200,CUST1833,2026-05-24 15:35:00,Meta Ads,27.84,Wall Mirror
TXN100085,CUST4016,2026-05-10 17:50:00,Google Ads,143.03,Candle Set
TXN100070,CUST4415,2026-05-08 16:39:00,Google Ads,63.33,Wall Art Print
TXN100443,CUST1610,2026-06-22 11:20:00,Meta Ads,41.01,Bookshelf
TXN100609,CUST1399,2026-07-10 21:46:00,GOOGLE ADS,51.03,Area Rug
TXN100173,CUST4131,2026-05-21 20:38:00,Google Ads,98.36,Bookshelf
TXN100150,CUST3426,2026-05-18 15:20:00,Organic,77.44,Table Lamp
TXN100237,CUST4399,2026-05-29 19:17:00,Google Ads,53.1,Ceramic Vase
TXN100518,CUST3704,2026-06-30 14:26:00,Organic,43.24,Accent Chair
TXN100331,CUST2799,2026-06-08 12:23:00,Meta Ads,99.34,Storage Basket
TXN100386,CUST2255,2026-06-16 21:38:00,Meta Ads,9.84,Candle Set
TXN100738,CUST1207,2026-07-26 12:59:00,Email,68.79,Bookshelf
TXN100686,CUST1247,2026-07-20 19:32:00,Google Ads,87.42,Accent Chair
TXN100510,CUST2013,2026-06-29 21:22:00,ORGANIC,99.24,Wall Mirror
TXN100181,CUST1956,2026-05-22 15:50:00,Google Ads,169.25,Bookshelf
TXN100101,CUST1785,2026-05-13 20:42:00,Meta Ads,36.77,Candle Set
TXN100651,CUST3845,2026-07-16 18:29:00,Meta Ads,147.49,Area Rug
TXN100128,CUST4269,2026-05-16 19:46:00,Meta Ads,66.48,Wall Mirror
TXN100601,CUST2454,2026-07-09 12:41:00,Meta Ads,41.72,Bookshelf
TXN100544,CUST1304,2026-07-02 08:48:00,Organic,182.45,Ceramic Vase
TXN100530,CUST2363,2026-07-01 16:58:00,Organic,90.74,Ceramic Vase
TXN100663,CUST3657,2026-07-17 12:03:00,Meta Ads,25.51,Candle Set
TXN100104,CUST4218,2026-05-13 17:29:00,Google Ads,38.45,Area Rug
TXN100397,CUST2585,2026-06-17 10:16:00,Meta Ads,96.22,Accent Chair
TXN100301,CUST3098,2026-06-04 10:22:00,Google Ads,80.46,Candle Set
TXN100472,CUST4718,2026-06-25 09:41:00,Meta Ads,60.15,Bookshelf
TXN100325,CUST2175,2026-06-08 09:41:00,Google Ads,60.77,Throw Blanket
TXN100713,CUST3218,2026-07-23 18:40:00,Google Ads,89.08,Ceramic Vase
TXN100247,CUST2208,2026-05-30 17:51:00,Email,50.51,Throw Blanket
TXN100638,CUST1132,2026-07-14 21:16:00,Google Ads,162.91,Storage Basket
TXN100121,CUST1625,2026-05-15 13:04:00,Google Ads,91.88,Candle Set
TXN100077,CUST2072,2026-05-09 12:47:00,Meta Ads,102.01,Area Rug
TXN100390,CUST4281,2026-06-16 12:01:00,Google Ads,32.5,Wall Mirror
TXN100054,CUST1674,2026-05-06 19:00:00,Organic,42.74,Candle Set
TXN100230,CUST3388,2026-05-29 11:14:00,Meta Ads,38.32,Area Rug
TXN100036,CUST4115,2026-05-05 11:08:00,Organic,49.45,Area Rug
TXN100515,CUST1959,2026-06-30 13:48:00,Google Ads,167.22,Ceramic Vase
TXN100111,CUST4524,2026-05-14 10:49:00,Organic,34.92,Candle Set
TXN100315,CUST4191,2026-06-06 12:04:00,Google Ads,132.43,Wall Art Print
TXN100008,CUST2470,2026-05-01 18:38:00,Google Ads,44.26,Accent Chair
TXN100026,CUST2576,2026-05-03 19:38:00,Meta Ads,71.91,Area Rug
TXN100659,CUST1647,2026-07-17 21:29:00,Organic,66.06,Ceramic Vase
TXN100495,CUST4394,2026-06-27 13:36:00,Google Ads,230.88,Wall Art Print
TXN100319,CUST3684,2026-06-07 09:11:00,Meta Ads,25.39,Area Rug
TXN100571,CUST3706,2026-07-05 19:05:00,Meta Ads,21.52,Bookshelf
TXN100311,CUST4957,2026-06-06 17:10:00,Google Ads,56.14,Bookshelf
TXN100533,CUST4176,2026-07-01 16:24:00,Meta Ads,99.36,Area Rug
TXN100302,CUST3777,2026-06-05 22:33:00,Google Ads,77.52,Accent Chair
TXN100405,CUST2511,2026-06-18 21:51:00,Meta Ads,25.54,Wall Art Print
TXN100605,CUST4163,2026-07-09 11:22:00,Google Ads,15.74,Ceramic Vase
TXN100208,CUST4775,2026-05-25 11:55:00,Google Ads,55.18,Throw Blanket
TXN100658,CUST4427,2026-07-17 21:01:00,Meta Ads,41.12,Throw Blanket
TXN100021,CUST4745,2026-05-03 21:09:00,Google Ads,106.84,Accent Chair
TXN100680,CUST4251,2026-07-19 14:31:00,Meta Ads,83.03,Candle Set
TXN100737,CUST4470,2026-07-26 17:07:00,Google Ads,57.99,Ceramic Vase
TXN100010,CUST2550,2026-05-01 09:35:00,Email,91.31,Accent Chair
TXN100087,CUST1442,2026-05-11 19:55:00,Meta Ads,98.25,Ceramic Vase
TXN100730,CUST2224,2026-07-26 15:52:00,Google Ads,43.78,Wall Mirror
TXN100669,CUST4301,2026-07-18 10:06:00,Google Ads,38.36,Storage Basket
TXN100062,CUST3435,2026-05-07 08:39:00,Google Ads,49.23,Throw Blanket
TXN100453,CUST3124,2026-06-23 13:35:00,Meta Ads,49.34,Storage Basket
TXN100141,CUST1442,2026-05-18 07:59:00,Email,62.42,Accent Chair
TXN100555,CUST4515,2026-07-03 08:05:00,Meta Ads,57.35,Candle Set
TXN100189,CUST1937,2026-05-23 07:48:00,Google Ads,71.09,Accent Chair
TXN100163,CUST4894,2026-05-20 12:12:00,Meta Ads,130.59,Table Lamp
TXN100497,CUST3002,2026-06-28 09:57:00,Meta Ads,60.73,Wall Art Print
TXN100543,CUST4755,2026-07-02 08:33:00,Meta Ads,120.59,Ceramic Vase
TXN100217,CUST1151,2026-05-27 11:32:00,Meta Ads,63.28,Bookshelf
TXN100703,CUST2568,2026-07-22 11:11:00,Meta Ads,146.11,Ceramic Vase
TXN100707,CUST1188,2026-07-23 19:04:00,Organic,40.13,Area Rug
TXN100364,CUST1499,2026-06-12 08:15:00,Google Ads,83.8,Candle Set
TXN100723,CUST1305,2026-07-25 13:08:00,GOOGLE ADS,101.46,Bookshelf
TXN100358,CUST1115,2026-06-12 17:59:00,Google Ads,61.86,Throw Blanket
TXN100679,CUST1772,2026-07-19 19:18:00,Meta Ads,25.61,Ceramic Vase
TXN100620,CUST3617,2026-07-12 17:38:00,Meta Ads,133.71,Candle Set
TXN100097,CUST3205,2026-05-12 13:23:00,Organic,95.53,Candle Set
TXN100245,CUST4589,2026-05-30 18:33:00,META ADS,198.62,Wall Art Print
TXN100488,CUST3810,2026-06-26 16:44:00,Google Ads,12.46,Throw Blanket
TXN100114,CUST3734,2026-05-14 17:48:00,Organic,38.01,Area Rug
TXN100015,CUST3745,2026-05-03 15:44:00,Google Ads,219.94,Throw Blanket
TXN100243,CUST2494,2026-05-30 11:05:00,Google Ads,,Accent Chair
TXN100404,CUST1969,2026-06-18 22:01:00,Meta Ads,66.9,Storage Basket
TXN100427,CUST1990,2026-06-20 21:07:00,Google Ads,147.31,Accent Chair
TXN100521,CUST2305,2026-06-30 20:26:00,Meta Ads,39.83,Wall Mirror
TXN100430,CUST4824,2026-06-20 17:12:00,Organic,22.77,Wall Mirror
TXN100522,CUST1753,2026-06-30 22:15:00,Google Ads,147.68,Table Lamp
TXN100595,CUST2193,2026-07-08 09:52:00,Meta Ads,39.8,Candle Set
TXN100631,CUST2675,2026-07-13 22:26:00,Meta Ads,52.89,Area Rug
TXN100417,CUST3698,2026-06-19 17:53:00,Google Ads,37.33,Bookshelf
TXN100751,CUST2091,2026-07-28 08:48:00,Meta Ads,43.94,Table Lamp
TXN100513,CUST3432,2026-06-30 08:28:00,Google Ads,77.4,Bookshelf
TXN100428,CUST1577,2026-06-20 10:03:00,Meta Ads,48.31,Accent Chair
TXN100619,CUST1466,2026-07-12 15:42:00,Google Ads,73.58,Area Rug
TXN100341,CUST2399,2026-06-10 22:12:00,Email,41.82,Table Lamp
TXN100373,CUST4011,2026-06-13 17:08:00,Meta Ads,42.66,Ceramic Vase
TXN100164,CUST2132,2026-05-20 16:06:00,Meta Ads,71.16,Table Lamp
TXN100392,CUST4188,2026-06-17 18:23:00,Google Ads,140.21,Candle Set
TXN100568,CUST4911,2026-07-04 19:49:00,Meta Ads,72.64,Storage Basket
TXN100287,CUST4578,2026-06-03 20:55:00,Google Ads,78.2,Ceramic Vase
TXN100506,CUST3796,2026-06-29 11:41:00,Google Ads,14.08,Storage Basket
TXN100265,CUST1515,2026-06-01 13:04:00,Google Ads,68.94,Wall Art Print
TXN100283,CUST2044,2026-06-02 18:09:00,Google Ads,23.78,Area Rug
TXN100731,CUST2656,2026-07-26 21:35:00,Google Ads,96.8,Wall Art Print
TXN100294,CUST1743,2026-06-03 11:36:00,Google Ads,54.84,Candle Set
TXN100207,CUST1998,2026-05-25 21:35:00,Email,120.86,Wall Mirror
TXN100233,CUST2809,2026-05-29 18:37:00,Google Ads,128.78,Accent Chair
TXN100701,CUST1421,2026-07-21 10:14:00,Google Ads,18.46,Wall Art Print
TXN100582,CUST3019,2026-07-07 11:04:00,Google Ads,37.29,Wall Mirror
TXN100711,CUST3020,2026-07-23 13:46:00,Meta Ads,74.04,Wall Art Print
TXN100401,CUST3906,2026-06-17 09:35:00,Meta Ads,99.12,Wall Art Print
TXN100688,CUST3197,2026-07-20 11:17:00,Google Ads,95.1,Throw Blanket
TXN100648,CUST3769,2026-07-15 19:31:00,Meta Ads,132.29,Wall Mirror
TXN100158,CUST1070,2026-05-19 09:18:00,META ADS,135.0,Table Lamp
TXN100608,CUST4212,2026-07-10 13:33:00,Google Ads,,Area Rug
TXN100492,CUST4102,2026-06-27 13:48:00,Organic,60.88,Table Lamp
TXN100581,CUST2559,2026-07-06 12:08:00,Google Ads,84.28,Accent Chair
TXN100643,CUST3180,2026-07-14 15:38:00,Meta Ads,84.4,Wall Art Print
TXN100340,CUST1074,2026-06-10 18:19:00,Meta Ads,151.51,Wall Mirror
TXN100378,CUST2270,2026-06-14 19:52:00,Google Ads,29.59,Wall Art Print
TXN100402,CUST2228,2026-06-17 12:45:00,Google Ads,87.51,Wall Mirror
TXN100448,CUST2087,2026-06-22 14:46:00,Meta Ads,66.33,Ceramic Vase
TXN100623,CUST3417,2026-07-12 09:43:00,Organic,65.21,Wall Mirror
TXN100157,CUST3828,2026-05-19 22:41:00,Meta Ads,135.03,Area Rug
TXN100387,CUST2818,2026-06-16 18:28:00,Google Ads,129.02,Ceramic Vase
TXN100180,CUST3895,2026-05-22 16:44:00,Google Ads,85.06,Area Rug
TXN100079,CUST3830,2026-05-09 11:34:00,EMAIL,72.78,Ceramic Vase
TXN100690,CUST2600,2026-07-20 09:19:00,Meta Ads,108.82,Candle Set
TXN100696,CUST4199,2026-07-20 15:46:00,Google Ads,59.16,Throw Blanket
TXN100093,CUST2069,2026-05-12 12:37:00,Organic,225.48,Accent Chair
TXN100320,CUST3309,2026-06-07 21:43:00,Meta Ads,34.04,Bookshelf
TXN100485,CUST2571,2026-06-26 14:28:00,Google Ads,74.17,Accent Chair
TXN100199,CUST2481,2026-05-24 22:40:00,Google Ads,68.23,Area Rug
TXN100105,CUST1875,2026-05-13 22:50:00,Meta Ads,172.56,Wall Mirror
TXN100525,CUST2590,2026-06-30 14:16:00,Meta Ads,76.61,Table Lamp
TXN100656,CUST3318,2026-07-16 22:50:00,Meta Ads,63.76,Storage Basket
TXN100439,CUST3552,2026-06-22 10:08:00,Google Ads,57.63,Throw Blanket
TXN100726,CUST2897,2026-07-25 15:54:00,Meta Ads,87.69,Throw Blanket
TXN100134,CUST1335,2026-05-17 22:01:00,Google Ads,74.58,Wall Art Print
TXN100119,CUST1960,2026-05-15 15:21:00,Meta Ads,110.32,Storage Basket
TXN100542,CUST2442,2026-07-02 12:08:00,Meta Ads,97.34,Wall Art Print
TXN100408,CUST4372,2026-06-18 09:08:00,Meta Ads,71.63,Storage Basket
TXN100752,CUST4266,2026-07-28 19:22:00,Meta Ads,81.52,Wall Mirror
TXN100006,CUST1653,2026-05-01 20:21:00,Meta Ads,72.56,Accent Chair
TXN100279,CUST2858,2026-06-02 20:06:00,Meta Ads,18.72,Throw Blanket
TXN100316,CUST3173,2026-06-06 13:57:00,Meta Ads,106.44,Storage Basket
TXN100116,CUST1651,2026-05-14 22:28:00,Meta Ads,41.68,Accent Chair
TXN100566,CUST4990,2026-07-04 18:03:00,Meta Ads,78.3,Throw Blanket
TXN100614,CUST3579,2026-07-11 12:11:00,Meta Ads,364.14,Candle Set
TXN100334,CUST3778,2026-06-09 19:18:00,Google Ads,71.71,Accent Chair
TXN100209,CUST4235,2026-05-25 20:21:00,Google Ads,47.1,Wall Art Print
TXN100009,CUST3988,2026-05-01 21:34:00,Organic,78.87,Throw Blanket
TXN100223,CUST1147,2026-05-28 09:15:00,Organic,44.39,Accent Chair
TXN100558,CUST2356,2026-07-03 10:57:00,Meta Ads,108.73,Wall Art Print
TXN100469,CUST4157,2026-06-25 11:00:00,Google Ads,29.03,Wall Art Print
TXN100263,CUST2130,2026-06-01 13:07:00,Google Ads,44.96,Area Rug
TXN100540,CUST3681,2026-07-02 17:16:00,Meta Ads,100.42,Area Rug
TXN100516,CUST2184,2026-06-30 14:52:00,Google Ads,61.47,Bookshelf
TXN100529,CUST4119,2026-07-01 13:30:00,Google Ads,57.44,Table Lamp
TXN100240,CUST2443,2026-05-29 14:40:00,Meta Ads,34.91,Table Lamp
TXN100554,CUST3855,2026-07-03 14:19:00,Google Ads,40.59,Throw Blanket
TXN100273,CUST3102,2026-06-01 10:28:00,Meta Ads,102.08,Wall Art Print
TXN100012,CUST1187,2026-05-02 14:49:00,Meta Ads,19.67,Accent Chair
TXN100458,CUST4985,2026-06-24 16:49:00,Google Ads,143.45,Accent Chair
TXN100420,CUST2706,2026-06-19 07:31:00,Meta Ads,40.9,Wall Art Print
TXN100644,CUST3883,2026-07-15 16:18:00,Google Ads,49.64,Bookshelf
TXN100080,CUST3385,2026-05-09 11:27:00,Organic,83.34,Wall Mirror
TXN100060,CUST1761,2026-05-07 09:38:00,Google Ads,81.26,Throw Blanket
TXN100431,CUST3108,2026-06-21 21:31:00,Meta Ads,66.45,Accent Chair
TXN100203,CUST1056,2026-05-24 20:05:00,Google Ads,26.77,Table Lamp
TXN100184,CUST1292,2026-05-22 08:10:00,Organic,36.02,Accent Chair
TXN100321,CUST3558,2026-06-07 17:55:00,Meta Ads,61.47,Storage Basket
TXN100178,CUST1307,2026-05-22 12:00:00,Google Ads,39.09,Candle Set
TXN100689,CUST3094,2026-07-20 13:51:00,Google Ads,45.5,Wall Mirror
TXN100169,CUST1755,2026-05-21 08:16:00,Meta Ads,,Area Rug
TXN100202,CUST3493,2026-05-24 14:45:00,Email,72.94,Wall Mirror
TXN100083,CUST2664,2026-05-10 11:59:00,Organic,54.39,Table Lamp
TXN100108,CUST2946,2026-05-14 09:29:00,Google Ads,20.84,Candle Set
TXN100159,CUST1996,2026-05-19 16:42:00,Google Ads,65.15,Bookshelf
TXN100086,CUST4539,2026-05-11 14:17:00,Organic,43.23,Wall Mirror
TXN100154,CUST2058,2026-05-19 17:17:00,Google Ads,77.56,Bookshelf
TXN100155,CUST2131,2026-05-19 07:33:00,Meta Ads,56.73,Table Lamp
TXN100406,CUST4621,2026-06-18 09:04:00,Google Ads,56.6,Accent Chair
TXN100513,CUST3432,2026-06-30 08:28:00,Google Ads,77.4,Bookshelf
TXN100523,CUST3898,2026-06-30 11:51:00,Google Ads,46.96,Area Rug
TXN100599,CUST4782,2026-07-09 20:34:00,Meta Ads,34.81,Ceramic Vase
TXN100548,CUST3179,2026-07-03 20:00:00,Google Ads,51.68,Ceramic Vase
TXN100733,CUST1252,2026-07-26 14:08:00,Google Ads,120.68,Table Lamp
TXN100382,CUST2583,2026-06-14 17:11:00,Organic,87.56,Area Rug
TXN100541,CUST3628,2026-07-02 22:29:00,Email,136.08,Wall Mirror
TXN100304,CUST1865,2026-06-05 11:48:00,Google Ads,130.13,Accent Chair
TXN100118,CUST1979,2026-05-15 15:28:00,Meta Ads,11.33,Throw Blanket
TXN100509,CUST2896,2026-06-29 20:34:00,Email,95.84,Candle Set
TXN100754,CUST1115,2026-07-28 18:36:00,Organic,81.07,Bookshelf
TXN100354,CUST4708,2026-06-11 11:53:00,Google Ads,49.3,Candle Set
TXN100030,CUST4587,2026-05-04 15:32:00,Email,49.85,Wall Mirror
TXN100436,CUST4128,2026-06-21 19:23:00,Meta Ads,,Ceramic Vase
TXN100524,CUST3303,2026-06-30 20:26:00,Organic,108.76,Wall Art Print
TXN100143,CUST3828,2026-05-18 14:06:00,Google Ads,98.65,Accent Chair
TXN100684,CUST4124,2026-07-20 22:49:00,Meta Ads,75.44,Throw Blanket
TXN100286,CUST3402,2026-06-03 17:42:00,Meta Ads,77.11,Throw Blanket
TXN100068,CUST2086,2026-05-08 11:59:00,Google Ads,109.08,Storage Basket
TXN100484,CUST1575,2026-06-26 22:20:00,Google Ads,48.94,Table Lamp
TXN100339,CUST4395,2026-06-09 09:41:00,Meta Ads,30.2,Candle Set
TXN100376,CUST4179,2026-06-13 21:02:00,Google Ads,54.97,Accent Chair
TXN100299,CUST1203,2026-06-04 09:17:00,Meta Ads,29.14,Area Rug
TXN100249,CUST3966,2026-05-30 19:54:00,Organic,52.77,Wall Art Print
TXN100635,CUST1467,2026-07-13 15:49:00,Google Ads,23.0,Wall Art Print
TXN100264,CUST1868,2026-06-01 07:03:00,Google Ads,95.58,Storage Basket
TXN100474,CUST4430,2026-06-25 12:59:00,Google Ads,13.9,Ceramic Vase
TXN100306,CUST2557,2026-06-05 14:32:00,Google Ads,77.68,Wall Art Print
TXN100020,CUST3323,2026-05-03 17:13:00,Organic,68.69,Area Rug
TXN100742,CUST3536,2026-07-27 14:41:00,Google Ads,42.87,Accent Chair
TXN100122,CUST3222,2026-05-16 21:26:00,Google Ads,54.26,Ceramic Vase
TXN100546,CUST3071,2026-07-03 21:23:00,Google Ads,110.39,Ceramic Vase
TXN100137,CUST1816,2026-05-17 07:39:00,Email,24.64,Wall Mirror
TXN100044,CUST3740,2026-05-05 22:13:00,Google Ads,53.71,Wall Art Print
TXN100597,CUST3929,2026-07-08 20:50:00,Meta Ads,85.64,Candle Set
TXN100750,CUST4989,2026-07-28 12:06:00,Email,33.94,Table Lamp
TXN100626,CUST2571,2026-07-12 20:11:00,Google Ads,53.31,Area Rug
TXN100556,CUST3263,2026-07-03 22:03:00,Google Ads,83.95,Ceramic Vase
TXN100727,CUST4307,2026-07-25 16:52:00,Google Ads,38.64,Bookshelf
TXN100722,CUST4012,2026-07-25 17:20:00,Meta Ads,48.18,Area Rug
TXN100694,CUST3873,2026-07-20 07:10:00,Meta Ads,94.56,Area Rug
TXN100676,CUST1572,2026-07-19 14:17:00,Google Ads,45.42,Throw Blanket
TXN100227,CUST2201,2026-05-28 18:23:00,Meta Ads,108.29,Candle Set
TXN100471,CUST1816,2026-06-25 16:20:00,Meta Ads,93.44,Accent Chair
TXN100292,CUST4461,2026-06-03 07:38:00,Organic,51.58,Accent Chair
TXN100624,CUST1977,2026-07-12 16:07:00,Google Ads,78.42,Wall Mirror
TXN100034,CUST1458,2026-05-04 18:56:00,Meta Ads,25.21,Accent Chair
TXN100001,CUST1102,2026-05-01 15:15:00,Meta Ads,39.64,Table Lamp
TXN100136,CUST3669,2026-05-17 08:48:00,Meta Ads,58.86,Ceramic Vase
TXN100466,CUST3403,2026-06-24 14:15:00,Meta Ads,142.84,Ceramic Vase
TXN100359,CUST3662,2026-06-12 17:50:00,Organic,45.83,Wall Mirror
TXN100717,CUST4773,2026-07-24 14:57:00,Google Ads,57.68,Wall Art Print
TXN100755,CUST4884,2026-07-28 13:53:00,Google Ads,30.22,Area Rug
TXN100226,CUST4700,2026-05-28 07:02:00,Meta Ads,89.78,Storage Basket
TXN100327,CUST4243,2026-06-08 08:28:00,Meta Ads,115.55,Bookshelf
TXN100514,CUST4572,2026-06-30 08:15:00,Meta Ads,113.4,Ceramic Vase
TXN100191,CUST4752,2026-05-24 15:11:00,Meta Ads,97.94,Bookshelf
TXN100664,CUST3973,2026-07-17 14:27:00,Meta Ads,7.21,Throw Blanket
TXN100244,CUST2701,2026-05-30 12:12:00,Google Ads,161.89,Wall Mirror
TXN100267,CUST3441,2026-06-01 07:17:00,Meta Ads,43.58,Wall Mirror
TXN100673,CUST3572,2026-07-18 11:58:00,Meta Ads,125.61,Candle Set
TXN100049,CUST4279,2026-05-06 10:15:00,Meta Ads,105.89,Table Lamp
